"Generation","Term","classicFisher","Significant","-log10(p-value)"
"Gen3","glucocorticoid metabolic process",1,0,0
"Gen3","gluconeogenesis",1,0,0
"Gen3","glucosamine metabolic process",1,0,0
"Gen3","glucosamine-containing compound cataboli...",1,0,0
"Gen3","glucose catabolic process",1,0,0
"Gen3","glucose homeostasis",1,0,0
"Gen3","glucose mediated signaling pathway",1,0,0
"Gen3","glutamate biosynthetic process",1,0,0
"Gen3","glutamate catabolic process",1,0,0
"Gen3","glutamate metabolic process",1,0,0
"Gen3","glutamate receptor signaling pathway",1,0,0
"Gen3","glutamate secretion",1,0,0
"Gen3","glutamine biosynthetic process",1,0,0
"Gen3","glutamine catabolic process",1,0,0
"Gen3","glutamine family amino acid catabolic pr...",1,0,0
"Gen3","glutaminyl-tRNA aminoacylation",1,0,0
"Gen3","glutathione biosynthetic process",1,0,0
"Gen3","glyceraldehyde-3-phosphate metabolic pro...",1,0,0
"Gen3","glycerol metabolic process",1,0,0
"Gen3","glycerol-3-phosphate catabolic process",1,0,0
"Gen3","glycerol-3-phosphate metabolic process",1,0,0
"Gen3","glycerolipid catabolic process",1,0,0
"Gen3","glycine biosynthetic process",1,0,0
"Gen3","glycine catabolic process",1,0,0
"Gen3","glycine decarboxylation via glycine clea...",1,0,0
"Gen3","glycine metabolic process",1,0,0
"Gen3","glycogen biosynthetic process",1,0,0
"Gen3","glycolipid biosynthetic process",1,0,0
"Gen3","glycolipid metabolic process",1,0,0
"Gen3","glycolytic process through fructose-6-ph...",1,0,0
"Gen3","glycoprotein biosynthetic process",1,0,0
"Gen3","glycoprotein catabolic process",1,0,0
"Gen3","glycoprotein metabolic process",1,0,0
"Gen3","glycosaminoglycan biosynthetic process",1,0,0
"Gen3","glycosaminoglycan metabolic process",1,0,0
"Gen3","glycoside catabolic process",1,0,0
"Gen3","glycoside metabolic process",1,0,0
"Gen3","glycosphingolipid metabolic process",1,0,0
"Gen3","glycosyl compound catabolic process",1,0,0
"Gen3","glycosylation",1,0,0
"Gen3","glycosylceramide metabolic process",1,0,0
"Gen3","glycyl-tRNA aminoacylation",1,0,0
"Gen3","glyoxylate cycle",1,0,0
"Gen3","glyoxylate metabolic process",1,0,0
"Gen3","gonad morphogenesis",1,0,0
"Gen3","gonadotropin secretion",1,0,0
"Gen3","granulocyte chemotaxis",1,0,0
"Gen3","granulocyte differentiation",1,0,0
"Gen3","granulocyte migration",1,0,0
"Gen3","gravitaxis",1,0,0
"Gen3","grooming behavior",1,0,0
"Gen3","growth hormone secretion",1,0,0
"Gen3","guanine biosynthetic process",1,0,0
"Gen3","guanine metabolic process",1,0,0
"Gen3","guanine salvage",1,0,0
"Gen3","guanosine-containing compound metabolic ...",1,0,0
"Gen3","hair cycle",1,0,0
"Gen3","hair cycle process",1,0,0
"Gen3","hair follicle development",1,0,0
"Gen3","hair follicle maturation",1,0,0
"Gen3","hair follicle morphogenesis",1,0,0
"Gen3","head involution",1,0,0
"Gen3","head morphogenesis",1,0,0
"Gen3","heart field specification",1,0,0
"Gen3","heart formation",1,0,0
"Gen3","heart growth",1,0,0
"Gen3","heart jogging",1,0,0
"Gen3","heart looping",1,0,0
"Gen3","heart morphogenesis",1,0,0
"Gen3","heart trabecula morphogenesis",1,0,0
"Gen3","heart valve development",1,0,0
"Gen3","heart valve formation",1,0,0
"Gen3","heart valve morphogenesis",1,0,0
"Gen3","hematopoietic progenitor cell differenti...",1,0,0
"Gen3","hematopoietic stem cell differentiation",1,0,0
"Gen3","heme biosynthetic process",1,0,0
"Gen3","heme metabolic process",1,0,0
"Gen3","hemocyte differentiation",1,0,0
"Gen3","hemocyte proliferation",1,0,0
"Gen3","hemoglobin metabolic process",1,0,0
"Gen3","hemostasis",1,0,0
"Gen3","heparan sulfate proteoglycan biosyntheti...",1,0,0
"Gen3","heparan sulfate proteoglycan biosyntheti...",1,0,0
"Gen3","heparan sulfate proteoglycan metabolic p...",1,0,0
"Gen3","hepatocyte apoptotic process",1,0,0
"Gen3","hepatocyte proliferation",1,0,0
"Gen3","heterochromatin organization",1,0,0
"Gen3","heterophilic cell-cell adhesion via plas...",1,0,0
"Gen3","hexose biosynthetic process",1,0,0
"Gen3","hexose catabolic process",1,0,0
"Gen3","hexose mediated signaling",1,0,0
"Gen3","hexose transmembrane transport",1,0,0
"Gen3","hindbrain development",1,0,0
"Gen3","hindbrain morphogenesis",1,0,0
"Gen3","hindbrain radial glia guided cell migrat...",1,0,0
"Gen3","hindbrain structural organization",1,0,0
"Gen3","hindgut development",1,0,0
"Gen3","hindgut morphogenesis",1,0,0
"Gen3","hindlimb morphogenesis",1,0,0
"Gen3","hippo signaling",1,0,0
"Gen3","hippocampus development",1,0,0
"Gen3","histone mRNA metabolic process",1,0,0
"Gen3","homologous chromosome pairing at meiosis",1,0,0
"Gen3","homologous chromosome segregation",1,0,0
"Gen3","homophilic cell adhesion via plasma memb...",1,0,0
"Gen3","homotypic cell-cell adhesion",1,0,0
"Gen3","hormone biosynthetic process",1,0,0
"Gen3","hormone metabolic process",1,0,0
"Gen3","hormone secretion",1,0,0
"Gen3","hormone transport",1,0,0
"Gen3","hormone-mediated signaling pathway",1,0,0
"Gen3","host-mediated perturbation of symbiont p...",1,0,0
"Gen3","hyaluronan biosynthetic process",1,0,0
"Gen3","hyaluronan metabolic process",1,0,0
"Gen3","hydrogen peroxide catabolic process",1,0,0
"Gen3","hydrogen sulfide metabolic process",1,0,0
"Gen3","hyperosmotic response",1,0,0
"Gen3","hypersensitivity",1,0,0
"Gen3","hypothalamus development",1,0,0
"Gen3","hypotonic response",1,0,0
"Gen3","hypotonic salinity response",1,0,0
"Gen3","hypoxanthine biosynthetic process",1,0,0
"Gen3","hypoxanthine metabolic process",1,0,0
"Gen3","hypoxanthine salvage",1,0,0
"Gen3","icosanoid metabolic process",1,0,0
"Gen3","imaginal disc growth",1,0,0
"Gen3","imaginal disc pattern formation",1,0,0
"Gen3","imaginal disc-derived appendage developm...",1,0,0
"Gen3","imaginal disc-derived appendage morphoge...",1,0,0
"Gen3","imaginal disc-derived leg morphogenesis",1,0,0
"Gen3","imaginal disc-derived wing hair organiza...",1,0,0
"Gen3","imaginal disc-derived wing margin morpho...",1,0,0
"Gen3","imaginal disc-derived wing morphogenesis",1,0,0
"Gen3","imaginal disc-derived wing vein morphoge...",1,0,0
"Gen3","imaginal disc-derived wing vein specific...",1,0,0
"Gen3","imidazole-containing compound catabolic ...",1,0,0
"Gen3","imidazole-containing compound metabolic ...",1,0,0
"Gen3","immune response-activating cell surface ...",1,0,0
"Gen3","immune response-regulating cell surface ...",1,0,0
"Gen3","immune response-regulating cell surface ...",1,0,0
"Gen3","immunoglobulin V(D)J recombination",1,0,0
"Gen3","immunoglobulin heavy chain V-D-J recombi...",1,0,0
"Gen3","immunoglobulin mediated immune response",1,0,0
"Gen3","immunoglobulin production involved in im...",1,0,0
"Gen3","import across plasma membrane",1,0,0
"Gen3","import into the mitochondrion",1,0,0
"Gen3","inclusion body assembly",1,0,0
"Gen3","indolalkylamine metabolic process",1,0,0
"Gen3","indole-containing compound catabolic pro...",1,0,0
"Gen3","indole-containing compound metabolic pro...",1,0,0
"Gen3","inductive cell migration",1,0,0
"Gen3","inflammatory response to antigenic stimu...",1,0,0
"Gen3","innate immune response activating cell s...",1,0,0
"Gen3","inner cell mass cell differentiation",1,0,0
"Gen3","inner cell mass cell proliferation",1,0,0
"Gen3","inner dynein arm assembly",1,0,0
"Gen3","inner ear receptor cell fate commitment",1,0,0
"Gen3","innervation",1,0,0
"Gen3","inorganic anion transmembrane transport",1,0,0
"Gen3","inorganic anion transport",1,0,0
"Gen3","inorganic cation import across plasma me...",1,0,0
"Gen3","inorganic ion import across plasma membr...",1,0,0
"Gen3","inositol biosynthetic process",1,0,0
"Gen3","inositol metabolic process",1,0,0
"Gen3","inositol phosphate metabolic process",1,0,0
"Gen3","insect visual primordium development",1,0,0
"Gen3","insect visual primordium formation",1,0,0
"Gen3","insulin metabolic process",1,0,0
"Gen3","insulin receptor signaling pathway",1,0,0
"Gen3","insulin secretion",1,0,0
"Gen3","insulin secretion involved in cellular r...",1,0,0
"Gen3","insulin-like growth factor receptor sign...",1,0,0
"Gen3","integrated stress response signaling",1,0,0
"Gen3","integrin-mediated signaling pathway",1,0,0
"Gen3","inter-male aggressive behavior",1,0,0
"Gen3","intercellular transport",1,0,0
"Gen3","interferon-mediated signaling pathway",1,0,0
"Gen3","interleukin-10 production",1,0,0
"Gen3","interleukin-12 production",1,0,0
"Gen3","interleukin-2 production",1,0,0
"Gen3","interleukin-4 production",1,0,0
"Gen3","interleukin-5 production",1,0,0
"Gen3","interleukin-6 production",1,0,0
"Gen3","interleukin-6-mediated signaling pathway",1,0,0
"Gen3","internal protein amino acid acetylation",1,0,0
"Gen3","intestinal absorption",1,0,0
"Gen3","intestinal epithelial cell differentiati...",1,0,0
"Gen3","intestinal stem cell homeostasis",1,0,0
"Gen3","intracellular cholesterol transport",1,0,0
"Gen3","intracellular copper ion homeostasis",1,0,0
"Gen3","intracellular distribution of mitochondr...",1,0,0
"Gen3","intracellular glucose homeostasis",1,0,0
"Gen3","intracellular lipid transport",1,0,0
"Gen3","intracellular nitrogen homeostasis",1,0,0
"Gen3","intracellular pH reduction",1,0,0
"Gen3","intracellular phosphate ion homeostasis",1,0,0
"Gen3","intracellular potassium ion homeostasis",1,0,0
"Gen3","intracellular protein transmembrane tran...",1,0,0
"Gen3","intracellular sodium ion homeostasis",1,0,0
"Gen3","intracellular sterol transport",1,0,0
"Gen3","intracellular transport of virus",1,0,0
"Gen3","intracellular water homeostasis",1,0,0
"Gen3","intracellular zinc ion homeostasis",1,0,0
"Gen3","intraciliary retrograde transport",1,0,0
"Gen3","intraciliary transport",1,0,0
"Gen3","intrinsic apoptotic signaling pathway by...",1,0,0
"Gen3","ionotropic glutamate receptor signaling ...",1,0,0
"Gen3","iron ion transport",1,0,0
"Gen3","iron-sulfur cluster assembly",1,0,0
"Gen3","isocitrate metabolic process",1,0,0
"Gen3","isoprenoid biosynthetic process",1,0,0
"Gen3","isoprenoid metabolic process",1,0,0
"Gen3","isotype switching",1,0,0
"Gen3","jump response",1,0,0
"Gen3","keratinocyte development",1,0,0
"Gen3","keratinocyte differentiation",1,0,0
"Gen3","keratinocyte proliferation",1,0,0
"Gen3","ketone biosynthetic process",1,0,0
"Gen3","ketone body catabolic process",1,0,0
"Gen3","ketone body metabolic process",1,0,0
"Gen3","ketone catabolic process",1,0,0
"Gen3","ketone metabolic process",1,0,0
"Gen3","kidney epithelium development",1,0,0
"Gen3","kidney mesenchyme development",1,0,0
"Gen3","kidney mesenchyme morphogenesis",1,0,0
"Gen3","kidney morphogenesis",1,0,0
"Gen3","kinetochore organization",1,0,0
"Gen3","kynurenine metabolic process",1,0,0
"Gen3","labyrinthine layer blood vessel developm...",1,0,0
"Gen3","labyrinthine layer development",1,0,0
"Gen3","lactate metabolic process",1,0,0
"Gen3","lactation",1,0,0
"Gen3","lactose transport",1,0,0
"Gen3","lagging strand elongation",1,0,0
"Gen3","lamellipodium assembly",1,0,0
"Gen3","lamellipodium organization",1,0,0
"Gen3","larval behavior",1,0,0
"Gen3","larval locomotory behavior",1,0,0
"Gen3","larval lymph gland hemocyte differentiat...",1,0,0
"Gen3","larval lymph gland hemopoiesis",1,0,0
"Gen3","larval somatic muscle development",1,0,0
"Gen3","late endosomal microautophagy",1,0,0
"Gen3","late endosome to vacuole transport",1,0,0
"Gen3","late endosome to vacuole transport via m...",1,0,0
"Gen3","lateral inhibition",1,1,0
"Gen3","lateral line development",1,0,0
"Gen3","lateral line system development",1,0,0
"Gen3","lateral ventricle development",1,0,0
"Gen3","leading strand elongation",1,0,0
"Gen3","learning",1,0,0
"Gen3","learning or memory",1,0,0
"Gen3","left ventricular cardiac muscle tissue m...",1,0,0
"Gen3","left/right axis specification",1,0,0
"Gen3","left/right pattern formation",1,0,0
"Gen3","leg disc development",1,0,0
"Gen3","leg disc morphogenesis",1,0,0
"Gen3","leg disc pattern formation",1,0,0
"Gen3","leg disc proximal/distal pattern formati...",1,0,0
"Gen3","lens development in camera-type eye",1,0,0
"Gen3","lens morphogenesis in camera-type eye",1,0,0
"Gen3","leptin-mediated signaling pathway",1,0,0
"Gen3","leukocyte activation involved in immune ...",1,0,0
"Gen3","leukocyte aggregation",1,0,0
"Gen3","leukocyte apoptotic process",1,0,0
"Gen3","leukocyte chemotaxis",1,0,0
"Gen3","leukocyte degranulation",1,0,0
"Gen3","leukocyte mediated cytotoxicity",1,0,0
"Gen3","leukocyte mediated immunity",1,0,0
"Gen3","leukocyte migration",1,0,0
"Gen3","leukocyte proliferation",1,0,0
"Gen3","leukotriene metabolic process",1,0,0
"Gen3","ligand-gated ion channel signaling pathw...",1,0,0
"Gen3","limb development",1,0,0
"Gen3","limb morphogenesis",1,0,0
"Gen3","limbic system development",1,0,0
"Gen3","lipid glycosylation",1,0,0
"Gen3","lipid storage",1,0,0
"Gen3","lipid translocation",1,0,0
"Gen3","lipoate biosynthetic process",1,0,0
"Gen3","lipoate metabolic process",1,0,0
"Gen3","lipoprotein biosynthetic process",1,0,0
"Gen3","lipoprotein catabolic process",1,0,0
"Gen3","lipoprotein localization",1,0,0
"Gen3","lipoprotein metabolic process",1,0,0
"Gen3","lipoprotein transport",1,0,0
"Gen3","liposaccharide metabolic process",1,0,0
"Gen3","liver morphogenesis",1,0,0
"Gen3","locomotion involved in locomotory behavi...",1,0,0
"Gen3","locomotor rhythm",1,0,0
"Gen3","long-chain fatty acid metabolic process",1,0,0
"Gen3","long-chain fatty acid transport",1,0,0
"Gen3","long-chain fatty-acyl-CoA biosynthetic p...",1,0,0
"Gen3","long-chain fatty-acyl-CoA metabolic proc...",1,0,0
"Gen3","long-term memory",1,0,0
"Gen3","long-term synaptic depression",1,0,0
"Gen3","long-term synaptic potentiation",1,0,0
"Gen3","lung alveolus development",1,0,0
"Gen3","lung cell differentiation",1,0,0
"Gen3","lung development",1,0,0
"Gen3","lung epithelial cell differentiation",1,0,0
"Gen3","lung epithelium development",1,0,0
"Gen3","lung morphogenesis",1,0,0
"Gen3","luteinizing hormone secretion",1,0,0
"Gen3","lymph gland development",1,0,0
"Gen3","lymph node development",1,0,0
"Gen3","lymphocyte activation involved in immune...",1,0,0
"Gen3","lymphocyte costimulation",1,0,0
"Gen3","lymphocyte homeostasis",1,0,0
"Gen3","lymphocyte mediated immunity",1,0,0
"Gen3","lymphocyte migration",1,0,0
"Gen3","lymphocyte proliferation",1,0,0
"Gen3","lymphoid progenitor cell differentiation",1,0,0
"Gen3","lysine catabolic process",1,0,0
"Gen3","lysine metabolic process",1,0,0
"Gen3","lysosomal membrane organization",1,0,0
"Gen3","lysosomal transport",1,0,0
"Gen3","lysosome localization",1,0,0
"Gen3","lysosome organization",1,0,0
"Gen3","lytic vacuole organization",1,0,0
"Gen3","mRNA cis splicing, via spliceosome",1,0,0
"Gen3","mRNA destabilization",1,0,0
"Gen3","mRNA methylguanosine-cap decapping",1,0,0
"Gen3","mRNA splice site recognition",1,0,0
"Gen3","mRNA stabilization",1,0,0
"Gen3","mRNA transcription",1,0,0
"Gen3","mRNA transcription by RNA polymerase II",1,0,0
"Gen3","macromolecule deacylation",1,0,0
"Gen3","macromolecule depalmitoylation",1,0,0
"Gen3","macromolecule glycosylation",1,0,0
"Gen3","macrophage activation",1,0,0
"Gen3","macrophage differentiation",1,0,0
"Gen3","magnesium ion transmembrane transport",1,0,0
"Gen3","magnesium ion transport",1,0,0
"Gen3","maintenance of DNA repeat elements",1,0,0
"Gen3","maintenance of gastrointestinal epitheli...",1,0,0
"Gen3","maintenance of protein localization in e...",1,0,0
"Gen3","male anatomical structure morphogenesis",1,0,0
"Gen3","male courtship behavior",1,0,0
"Gen3","male courtship behavior, veined wing ext...",1,0,0
"Gen3","male courtship behavior, veined wing gen...",1,0,0
"Gen3","male courtship behavior, veined wing vib...",1,0,0
"Gen3","male genitalia development",1,0,0
"Gen3","male mating behavior",1,0,0
"Gen3","male meiosis I",1,0,0
"Gen3","maltose transport",1,0,0
"Gen3","mammary gland development",1,0,0
"Gen3","mammary gland duct morphogenesis",1,0,0
"Gen3","mammary gland epithelial cell proliferat...",1,0,0
"Gen3","mammary gland epithelium development",1,0,0
"Gen3","mammary gland morphogenesis",1,0,0
"Gen3","manganese ion transmembrane transport",1,0,0
"Gen3","manganese ion transport",1,0,0
"Gen3","mannoprotein biosynthetic process",1,0,0
"Gen3","mannoprotein metabolic process",1,0,0
"Gen3","mannosylation",1,0,0
"Gen3","mast cell activation",1,0,0
"Gen3","mast cell activation involved in immune ...",1,0,0
"Gen3","mast cell chemotaxis",1,0,0
"Gen3","mast cell degranulation",1,0,0
"Gen3","mast cell differentiation",1,0,0
"Gen3","mast cell mediated immunity",1,0,0
"Gen3","mast cell migration",1,0,0
"Gen3","maternal placenta development",1,0,0
"Gen3","maternal process involved in female preg...",1,0,0
"Gen3","maturation of 5.8S rRNA from tricistroni...",1,0,0
"Gen3","mechanosensory behavior",1,0,0
"Gen3","mechanosensory lateral line system devel...",1,0,0
"Gen3","megakaryocyte development",1,0,0
"Gen3","meiosis II cell cycle process",1,0,0
"Gen3","meiosis II cytokinesis",1,0,0
"Gen3","meiotic cell cycle process involved in o...",1,0,0
"Gen3","meiotic chromosome segregation",1,0,0
"Gen3","meiotic cytokinesis",1,0,0
"Gen3","meiotic sister chromatid cohesion",1,0,0
"Gen3","meiotic sister chromatid cohesion, centr...",1,0,0
"Gen3","meiotic spindle elongation",1,0,0
"Gen3","meiotic spindle organization",1,0,0
"Gen3","melanin metabolic process",1,0,0
"Gen3","melanization defense response",1,0,0
"Gen3","melanocyte differentiation",1,0,0
"Gen3","melanosome localization",1,0,0
