region	chr	midPos	Nsites
(873,1775)(216204,217129)(200000,250000)	JASDQU010242333.1	225000	904	0.468042
(10,581)(62106,62764)(50000,100000)	JASDQU010242370.1	75000	573	0.507794
(78,361)(61766,62132)(50000,100000)	JASDQU010242386.1	75000	285	0.017208
(2284,3196)(63172,99837)(50000,100000)	JASDQU010242389.1	75000	914	0.075819
(361,463)(56093,56210)(50000,100000)	JASDQU010242395.1	75000	104	0.119028
(295,496)(150821,151126)(150000,200000)	JASDQU010242421.1	175000	203	0.203867
(667,708)(99363,99431)(50000,100000)	JASDQU010242445.1	75000	43	-0.012374
(1769,2670)(50000,52006)(50000,100000)	JASDQU010242544.1	75000	903	0.396966
(608,1297)(101280,102009)(100000,150000)	JASDQU010242617.1	125000	691	0.136470
(1788,2444)(153638,154294)(150000,200000)	JASDQU010242667.1	175000	658	0.530286
(64,1136)(53813,54986)(50000,100000)	JASDQU010242680.1	75000	1074	0.458324
(234,1154)(76093,78394)(50000,100000)	JASDQU010242706.1	75000	922	0.423043
(1044,1306)(78681,78949)(50000,100000)	JASDQU010242714.1	75000	264	0.040704
(1809,1891)(162704,162795)(150000,200000)	JASDQU010242727.1	175000	84	0.020174
(832,1149)(116007,116359)(100000,150000)	JASDQU010242735.1	125000	319	0.105511
(802,1092)(105161,105456)(100000,150000)	JASDQU010242775.1	125000	292	0.707179
(243,476)(104982,118513)(100000,150000)	JASDQU010242785.1	125000	235	0.042447
(430,1409)(89358,90371)(50000,100000)	JASDQU010242817.1	75000	981	0.263900
(569,977)(53141,53736)(50000,100000)	JASDQU010242833.1	75000	410	0.136477
(1072,3673)(56427,99237)(50000,100000)	JASDQU010242859.1	75000	2603	0.092942
(3674,3885)(114491,145405)(100000,150000)	JASDQU010242859.1	125000	213	0.434891
(944,4654)(50908,86883)(50000,100000)	JASDQU010242882.1	75000	3712	0.257944
(1100,1255)(59355,59511)(50000,100000)	JASDQU010242903.1	75000	157	0.021587
(717,2933)(53804,61069)(50000,100000)	JASDQU010242954.1	75000	2218	0.466176
(919,2245)(131449,132796)(100000,150000)	JASDQU010243009.1	125000	1328	0.754895
(350,884)(157599,158181)(150000,200000)	JASDQU010243083.1	175000	536	0.042403
(693,2146)(81483,85269)(50000,100000)	JASDQU010243103.1	75000	1455	0.419081
(1481,1832)(194186,194646)(150000,200000)	JASDQU010243127.1	175000	353	0.058813
(637,804)(119692,119869)(100000,150000)	JASDQU010243175.1	125000	169	0.185657
(859,2100)(54400,58338)(50000,100000)	JASDQU010243213.1	75000	1243	0.413799
(215,319)(54691,54808)(50000,100000)	JASDQU010243242.1	75000	106	0.116601
(320,762)(102353,103376)(100000,150000)	JASDQU010243242.1	125000	444	0.029303
(763,849)(180847,181102)(150000,200000)	JASDQU010243242.1	175000	88	0.009381
(518,810)(74261,74575)(50000,100000)	JASDQU010243251.1	75000	294	0.103970
(486,910)(59857,76621)(50000,100000)	JASDQU010243258.1	75000	426	0.444851
(835,2100)(102453,104950)(100000,150000)	JASDQU010243271.1	125000	1267	0.079588
(105,1161)(93636,94704)(50000,100000)	JASDQU010243296.1	75000	1058	0.146215
(72,146)(50021,50140)(50000,100000)	JASDQU010243300.1	75000	76	0.050115
(1607,1763)(54454,54761)(50000,100000)	JASDQU010243336.1	75000	158	0.295984
(616,1737)(108773,109910)(100000,150000)	JASDQU010243346.1	125000	1123	0.181662
(1022,1025)(58278,58282)(50000,100000)	JASDQU010243372.1	75000	5	0.059169
(211,473)(72280,72642)(50000,100000)	JASDQU010243503.1	75000	264	0.046607
(1780,2371)(135486,136082)(100000,150000)	JASDQU010243590.1	125000	593	0.278531
(442,1771)(125563,126912)(100000,150000)	JASDQU010243633.1	125000	1331	0.427276
(760,4735)(151234,157140)(150000,200000)	JASDQU010243648.1	175000	3977	0.650388
(586,1344)(83196,86109)(50000,100000)	JASDQU010243661.1	75000	760	0.244648
(918,971)(100000,100059)(100000,150000)	JASDQU010243670.1	125000	55	0.626245
(1531,1863)(85181,93846)(50000,100000)	JASDQU010243695.1	75000	334	0.343720
(733,1811)(163898,164976)(150000,200000)	JASDQU010243735.1	175000	1080	0.592129
(156,1666)(52615,69154)(50000,100000)	JASDQU010243750.1	75000	1512	0.263441
(1033,1352)(90270,90607)(50000,100000)	JASDQU010243751.1	75000	321	0.028433
(205,705)(53344,53870)(50000,100000)	JASDQU010243760.1	75000	502	0.599144
(1006,1883)(66469,67488)(50000,100000)	JASDQU010243790.1	75000	879	0.774401
(1039,1220)(317300,317484)(300000,350000)	JASDQU010243813.1	325000	183	0.010391
(247,1970)(197189,199157)(150000,200000)	JASDQU010243827.1	175000	1725	0.455870
(721,1114)(68985,69520)(50000,100000)	JASDQU010243875.1	75000	395	0.077910
(1477,1506)(183510,183540)(150000,200000)	JASDQU010243892.1	175000	31	0.046342
(976,1545)(141252,149301)(100000,150000)	JASDQU010243897.1	125000	571	0.257153
(164,1160)(54307,55309)(50000,100000)	JASDQU010243916.1	75000	998	0.339121
(2715,3834)(50000,51525)(50000,100000)	JASDQU010243970.1	75000	1121	0.753125
(873,1516)(78784,79720)(50000,100000)	JASDQU010243981.1	75000	645	0.339147
(167,1280)(55353,57000)(50000,100000)	JASDQU010244021.1	75000	1115	0.367096
(686,745)(101488,101550)(100000,150000)	JASDQU010244024.1	125000	61	0.107198
(2116,2849)(149185,149932)(100000,150000)	JASDQU010244035.1	125000	735	0.418635
(406,1579)(102452,103841)(100000,150000)	JASDQU010244055.1	125000	1175	-0.003724
(1213,2026)(75255,77024)(50000,100000)	JASDQU010244080.1	75000	815	0.177681
(1153,1927)(54625,55616)(50000,100000)	JASDQU010244095.1	75000	776	0.241519
(835,2364)(50938,93375)(50000,100000)	JASDQU010244097.1	75000	1531	0.391630
(937,1753)(157246,158085)(150000,200000)	JASDQU010244108.1	175000	818	0.702621
(25,1326)(101648,128540)(100000,150000)	JASDQU010244198.1	125000	1303	0.025024
(68,288)(88388,88610)(50000,100000)	JASDQU010244205.1	75000	222	0.602418
(269,395)(296085,296355)(250000,300000)	JASDQU010244218.1	275000	128	0.330439
(826,1104)(96054,96342)(50000,100000)	JASDQU010244220.1	75000	280	0.057937
(62,3288)(105634,110013)(100000,150000)	JASDQU010244262.1	125000	3228	0.255431
(402,1014)(70077,70741)(50000,100000)	JASDQU010244318.1	75000	614	0.583665
(1922,2287)(177496,177946)(150000,200000)	JASDQU010244334.1	175000	367	0.734398
(85,824)(50131,51621)(50000,100000)	JASDQU010244370.1	75000	741	0.312043
(73,905)(150000,150954)(150000,200000)	JASDQU010244375.1	175000	834	0.355885
(3927,4026)(112142,145323)(100000,150000)	JASDQU010244413.1	125000	101	0.050857
(3793,4415)(73641,98419)(50000,100000)	JASDQU010244417.1	75000	624	0.053020
(3198,3262)(226422,226489)(200000,250000)	JASDQU010244496.1	225000	66	0.081268
(134,317)(236702,237160)(200000,250000)	JASDQU010244500.1	225000	185	0.046097
(354,971)(59136,91230)(50000,100000)	JASDQU010244547.1	75000	619	0.093727
(972,1059)(118778,118865)(100000,150000)	JASDQU010244547.1	125000	89	0.082003
(156,1310)(50001,72233)(50000,100000)	JASDQU010244557.1	75000	1156	0.798284
(774,7723)(67308,79315)(50000,100000)	JASDQU010244563.1	75000	6951	0.328694
(217,388)(99823,99999)(50000,100000)	JASDQU010244567.1	75000	173	0.179912
(78,202)(144363,144492)(100000,150000)	JASDQU010244581.1	125000	126	0.055538
(9,702)(55426,56155)(50000,100000)	JASDQU010244684.1	75000	695	0.619503
(59,106)(73697,73760)(50000,100000)	JASDQU010244705.1	75000	49	0.051417
(985,2151)(134140,138755)(100000,150000)	JASDQU010244761.1	125000	1168	0.095523
(582,2518)(53536,55472)(50000,100000)	JASDQU010244788.1	75000	1938	0.193763
(436,738)(50000,50325)(50000,100000)	JASDQU010244794.1	75000	304	0.040816
(249,558)(53147,53533)(50000,100000)	JASDQU010244800.1	75000	311	0.049518
(147,205)(69103,69220)(50000,100000)	JASDQU010244825.1	75000	60	0.172948
(638,718)(84729,84815)(50000,100000)	JASDQU010244847.1	75000	82	0.124779
(696,1131)(140766,141258)(100000,150000)	JASDQU010244892.1	125000	437	0.667947
(66,1302)(88297,93230)(50000,100000)	JASDQU010244966.1	75000	1238	0.319470
(210,1115)(91264,92249)(50000,100000)	JASDQU010244996.1	75000	907	0.432046
(107,123)(283569,283592)(250000,300000)	JASDQU010245036.1	275000	18	-0.016396
(451,558)(220307,220421)(200000,250000)	JASDQU010245108.1	225000	109	0.046376
(3610,4485)(80013,89611)(50000,100000)	JASDQU010245110.1	75000	877	0.188593
(733,1163)(56818,57253)(50000,100000)	JASDQU010245134.1	75000	432	0.203660
(360,381)(78176,78222)(50000,100000)	JASDQU010245135.1	75000	23	0.056024
(429,2793)(101133,103519)(100000,150000)	JASDQU010245138.1	125000	2366	0.720316
(722,778)(120426,120482)(100000,150000)	JASDQU010245179.1	125000	58	0.123636
(355,944)(50000,50591)(50000,100000)	JASDQU010245186.1	75000	591	0.080068
(1623,3589)(62272,64512)(50000,100000)	JASDQU010245191.1	75000	1968	0.551388
(308,890)(66139,66759)(50000,100000)	JASDQU010245203.1	75000	584	0.771921
(679,1081)(74686,84558)(50000,100000)	JASDQU010245205.1	75000	404	0.110351
(715,873)(101973,102131)(100000,150000)	JASDQU010245206.1	125000	160	0.060503
(197,1533)(103856,105649)(100000,150000)	JASDQU010245209.1	125000	1338	0.794958
(265,819)(67971,68529)(50000,100000)	JASDQU010245273.1	75000	556	0.632382
(78,165)(87016,87127)(50000,100000)	JASDQU010245282.1	75000	89	0.082778
(764,939)(64819,65082)(50000,100000)	JASDQU010245312.1	75000	177	0.736170
(127,342)(213131,213417)(200000,250000)	JASDQU010245356.1	225000	217	0.923806
(166,202)(59365,59421)(50000,100000)	JASDQU010245378.1	75000	38	0.113622
(1371,7122)(72926,81453)(50000,100000)	JASDQU010245390.1	75000	5753	0.216886
(300,407)(217922,218057)(200000,250000)	JASDQU010255843.1	225000	109	0.046381
(408,630)(296552,297137)(250000,300000)	JASDQU010255843.1	275000	224	0.101445
(2033,2772)(292733,296501)(250000,300000)	JASDQU010260717.1	275000	741	0.042113
(128,2803)(50000,82980)(50000,100000)	JASDQU010276188.1	75000	2677	0.026400
(2804,3941)(293959,295121)(250000,300000)	JASDQU010276188.1	275000	1139	0.684050
(3942,5117)(437589,438816)(400000,450000)	JASDQU010276188.1	425000	1177	0.326255
(5118,5118)(481511,481511)(450000,500000)	JASDQU010276188.1	475000	2	0.060508
(610,6230)(225421,234705)(200000,250000)	JASDQU010281872.1	225000	5622	0.523510
(490,939)(229264,230175)(200000,250000)	JASDQU010294543.1	225000	451	0.030588
(209,1811)(59724,97133)(50000,100000)	JASDQU010298608.1	75000	1604	0.459075
(1812,1868)(300552,300615)(300000,350000)	JASDQU010298608.1	325000	58	0.953543
(405,475)(75771,75889)(50000,100000)	JASDQU010299943.1	75000	72	0.072105
(230,532)(111339,111670)(100000,150000)	JASDQU010302581.1	125000	304	0.216362
(735,1556)(66113,66970)(50000,100000)	JASDQU010305472.1	75000	823	0.311306
(1440,1442)(96753,96755)(50000,100000)	JASDQU010305473.1	75000	4	0.055179
(544,620)(62832,62910)(50000,100000)	JASDQU010305484.1	75000	78	0.067683
(268,1396)(110018,111584)(100000,150000)	JASDQU010305486.1	125000	1130	0.416068
(155,5238)(141254,149232)(100000,150000)	JASDQU010305507.1	125000	5085	0.469047
(809,1508)(51712,52419)(50000,100000)	JASDQU010305515.1	75000	701	0.602398
(3059,6493)(52270,58397)(50000,100000)	JASDQU010305523.1	75000	3436	0.370615
(1434,2972)(68523,91555)(50000,100000)	JASDQU010305533.1	75000	1540	0.483829
(53,446)(121681,122168)(100000,150000)	JASDQU010305538.1	125000	395	0.060550
(275,406)(250327,250466)(250000,300000)	JASDQU010305570.1	275000	133	0.921542
(674,1055)(158321,158772)(150000,200000)	JASDQU010305580.1	175000	383	0.050863
(109,216)(83092,83521)(50000,100000)	JASDQU010305702.1	75000	109	0.050498
(326,891)(62123,62689)(50000,100000)	JASDQU010305747.1	75000	567	0.515710
(242,4686)(118113,135800)(100000,150000)	JASDQU010305823.1	125000	4446	0.562038
(1198,1763)(95325,95913)(50000,100000)	JASDQU010305824.1	75000	567	0.683491
(789,1575)(106084,106899)(100000,150000)	JASDQU010305831.1	125000	788	0.143499
(1832,2752)(51097,61600)(50000,100000)	JASDQU010305843.1	75000	922	0.182214
(139,789)(135897,136593)(100000,150000)	JASDQU010305915.1	125000	652	0.367753
(497,535)(67915,68050)(50000,100000)	JASDQU010305943.1	75000	40	0.085611
(774,1315)(84890,85440)(50000,100000)	JASDQU010305954.1	75000	543	0.482562
(1795,2565)(50000,51043)(50000,100000)	JASDQU010305958.1	75000	772	0.209068
(905,1506)(113011,113875)(100000,150000)	JASDQU010305961.1	125000	603	0.256579
(652,786)(151546,163875)(150000,200000)	JASDQU010306048.1	175000	136	0.110842
(294,1928)(76291,78007)(50000,100000)	JASDQU010306077.1	75000	1636	0.336016
(241,264)(91553,91787)(50000,100000)	JASDQU010306104.1	75000	25	0.071809
(1226,3520)(139025,141322)(100000,150000)	JASDQU010306127.1	125000	2296	0.401163
(941,1003)(62439,81444)(50000,100000)	JASDQU010306189.1	75000	64	0.159037
(169,1760)(181773,183549)(150000,200000)	JASDQU010306193.1	175000	1593	0.804289
(54,5218)(160923,169202)(150000,200000)	JASDQU010306250.1	175000	5166	0.236740
(1134,3544)(105952,109494)(100000,150000)	JASDQU010306263.1	125000	2412	0.293992
(192,422)(112434,112789)(100000,150000)	JASDQU010306281.1	125000	232	0.082767
(1011,1613)(112075,125050)(100000,150000)	JASDQU010306330.1	125000	604	0.256536
(1215,1235)(68166,68269)(50000,100000)	JASDQU010306349.1	75000	22	0.024632
(812,1291)(110531,111064)(100000,150000)	JASDQU010306355.1	125000	481	0.390633
(268,2667)(146668,149349)(100000,150000)	JASDQU010306389.1	125000	2401	0.332241
(732,1620)(159940,160875)(150000,200000)	JASDQU010306450.1	175000	890	0.474809
(3029,3403)(100000,100955)(100000,150000)	JASDQU010306459.1	125000	376	0.790842
(832,2197)(161333,163901)(150000,200000)	JASDQU010306485.1	175000	1367	0.421719
(630,2069)(76781,82469)(50000,100000)	JASDQU010306490.1	75000	1441	0.542339
(1108,1294)(78138,78324)(50000,100000)	JASDQU010306491.1	75000	188	0.040159
(564,634)(50000,50072)(50000,100000)	JASDQU010306492.1	75000	72	0.320386
(4644,5516)(108987,109882)(100000,150000)	JASDQU010306604.1	125000	874	0.269044
(1001,1508)(77643,94832)(50000,100000)	JASDQU010306667.1	75000	509	0.743539
(1453,2072)(54570,55216)(50000,100000)	JASDQU010306765.1	75000	621	0.141591
(1050,1758)(175292,176063)(150000,200000)	JASDQU010306769.1	175000	710	0.299789
(1771,1808)(150000,150040)(150000,200000)	JASDQU010306792.1	175000	39	0.177441
(1445,1701)(87161,91878)(50000,100000)	JASDQU010306800.1	75000	258	0.060961
(833,1631)(70120,70935)(50000,100000)	JASDQU010306812.1	75000	800	0.745765
(608,711)(162370,162533)(150000,200000)	JASDQU010306838.1	175000	105	0.036901
(1138,1772)(52775,53438)(50000,100000)	JASDQU010306904.1	75000	636	0.704456
(3,2741)(60642,64242)(50000,100000)	JASDQU010306916.1	75000	2740	0.190805
(580,679)(51456,51559)(50000,100000)	JASDQU010306933.1	75000	101	-0.022756
(51,2984)(67791,70859)(50000,100000)	JASDQU010307009.1	75000	2935	0.160049
(1004,1191)(146724,146915)(100000,150000)	JASDQU010307115.1	125000	189	0.025351
(505,621)(236514,236638)(200000,250000)	JASDQU010307131.1	225000	118	0.100621
(134,656)(68516,73166)(50000,100000)	JASDQU010307231.1	75000	524	0.042957
(3898,7320)(56641,73941)(50000,100000)	JASDQU010307247.1	75000	3424	0.594337
(923,2674)(97823,99834)(50000,100000)	JASDQU010307334.1	75000	1753	0.232038
(211,474)(199709,199999)(150000,200000)	JASDQU010307348.1	175000	265	0.388325
(433,504)(220535,220626)(200000,250000)	JASDQU010307357.1	225000	73	0.036718
(284,489)(61476,67688)(50000,100000)	JASDQU010307399.1	75000	207	0.125083
(2456,2570)(69773,69895)(50000,100000)	JASDQU010307403.1	75000	116	0.113472
(92,707)(89759,90396)(50000,100000)	JASDQU010307429.1	75000	617	0.274537
(870,1194)(50000,50326)(50000,100000)	JASDQU010307468.1	75000	326	0.264029
(354,3044)(56250,59568)(50000,100000)	JASDQU010307485.1	75000	2692	0.030760
(713,1115)(109040,109444)(100000,150000)	JASDQU010307526.1	125000	404	0.221093
(183,637)(53430,53912)(50000,100000)	JASDQU010307542.1	75000	456	0.205802
(127,1668)(56930,58613)(50000,100000)	JASDQU010307562.1	75000	1543	0.288838
(3590,5268)(50323,52935)(50000,100000)	JASDQU010307663.1	75000	1680	0.432452
(580,582)(100004,100007)(100000,150000)	JASDQU010307822.1	125000	4	0.079799
(4,706)(86517,87219)(50000,100000)	JASDQU010307871.1	75000	704	0.074957
(953,1563)(193150,193796)(150000,200000)	JASDQU010307888.1	175000	612	0.371050
(38,1645)(56070,58402)(50000,100000)	JASDQU010307914.1	75000	1609	0.378586
(888,2154)(50000,83320)(50000,100000)	JASDQU010307920.1	75000	1268	0.327351
(1068,1627)(74511,75186)(50000,100000)	JASDQU010307922.1	75000	561	0.494256
(425,4098)(225712,248955)(200000,250000)	JASDQU010307937.1	225000	3675	0.683055
(318,1247)(171364,172363)(150000,200000)	JASDQU010307992.1	175000	931	0.602813
(744,1123)(123167,123636)(100000,150000)	JASDQU010308034.1	125000	381	0.038143
(721,938)(100218,100730)(100000,150000)	JASDQU010308043.1	125000	219	0.133545
(952,2235)(103632,118110)(100000,150000)	JASDQU010308076.1	125000	1285	0.104254
(796,2337)(57992,65372)(50000,100000)	JASDQU010308096.1	75000	1543	0.429919
(941,1827)(62121,63738)(50000,100000)	JASDQU010308097.1	75000	888	0.463371
(2538,2665)(62301,62783)(50000,100000)	JASDQU010308127.1	75000	129	0.105130
(1974,2907)(65632,66567)(50000,100000)	JASDQU010308128.1	75000	935	0.369205
(2908,3006)(164028,164130)(150000,200000)	JASDQU010308128.1	175000	100	0.460551
(3007,3356)(211579,211981)(200000,250000)	JASDQU010308128.1	225000	351	0.027921
(1094,1549)(154374,154864)(150000,200000)	JASDQU010308133.1	175000	457	0.662561
(316,829)(128237,137851)(100000,150000)	JASDQU010308138.1	125000	515	0.038036
(4988,5009)(52684,52801)(50000,100000)	JASDQU010308170.1	75000	23	0.047789
(922,1098)(158796,159983)(150000,200000)	JASDQU010308276.1	175000	178	0.532658
(1214,3256)(67294,69758)(50000,100000)	JASDQU010308281.1	75000	2044	0.457095
(1308,2148)(52514,53383)(50000,100000)	JASDQU010308362.1	75000	842	0.298484
(1709,2389)(50000,50691)(50000,100000)	JASDQU010308438.1	75000	682	0.653644
(1067,1188)(150000,150238)(150000,200000)	JASDQU010308477.1	175000	123	0.625358
(394,3152)(84777,88673)(50000,100000)	JASDQU010308496.1	75000	2760	0.530724
(469,1342)(76389,77263)(50000,100000)	JASDQU010308534.1	75000	875	0.187635
(493,768)(136597,136929)(100000,150000)	JASDQU010308617.1	125000	277	0.034434
(2753,4517)(53075,56434)(50000,100000)	JASDQU010308619.1	75000	1766	0.721323
(276,591)(88101,88649)(50000,100000)	JASDQU010308676.1	75000	317	0.036277
(932,1048)(106889,107006)(100000,150000)	JASDQU010308824.1	125000	118	0.032741
(287,438)(155024,155176)(150000,200000)	JASDQU010308827.1	175000	153	0.003936
(2294,2310)(107840,107864)(100000,150000)	JASDQU010308861.1	125000	18	0.059414
(1053,1831)(55606,56406)(50000,100000)	JASDQU010308944.1	75000	780	0.401302
(1070,1353)(104031,104391)(100000,150000)	JASDQU010308988.1	125000	285	0.526114
(321,1401)(82491,84148)(50000,100000)	JASDQU010308999.1	75000	1082	0.243056
(462,1938)(121514,126194)(100000,150000)	JASDQU010309011.1	125000	1478	0.185353
(176,911)(80310,81085)(50000,100000)	JASDQU010309023.1	75000	737	0.138603
(602,991)(236120,236580)(200000,250000)	JASDQU010309029.1	225000	391	0.486735
(179,1262)(75628,79870)(50000,100000)	JASDQU010309134.1	75000	1085	0.339440
(108,662)(107872,108455)(100000,150000)	JASDQU010309135.1	125000	556	0.359708
(997,1157)(63572,63804)(50000,100000)	JASDQU010309158.1	75000	162	0.024290
(828,1263)(53487,53986)(50000,100000)	JASDQU010309175.1	75000	437	0.022398
(82,190)(87476,87589)(50000,100000)	JASDQU010309198.1	75000	110	0.424749
(1172,1708)(68454,69049)(50000,100000)	JASDQU010309208.1	75000	538	0.084022
(649,1437)(67468,68320)(50000,100000)	JASDQU010309213.1	75000	790	0.220032
(1042,1390)(52726,53298)(50000,100000)	JASDQU010309305.1	75000	350	0.410482
(2575,2970)(50000,50397)(50000,100000)	JASDQU010309320.1	75000	397	0.541191
(628,1716)(121790,140289)(100000,150000)	JASDQU010309325.1	125000	1090	0.288700
(98,399)(52030,52338)(50000,100000)	JASDQU010309347.1	75000	303	0.028713
(244,637)(123530,124094)(100000,150000)	JASDQU010309400.1	125000	395	0.228038
(1128,2179)(50000,53433)(50000,100000)	JASDQU010309453.1	75000	1053	0.129697
(1230,2358)(91857,92995)(50000,100000)	JASDQU010309477.1	75000	1130	0.610595
